,title,build_time,price,unit_price,transaction_date,district,bedrooms
28201,丽泽荷亭苑 3室2厅 82平米,高楼层(共6层) 2009年建板楼,162,19732,2020.03.10,pudong,l3
28439,乾耀东港 3室2厅 89平米,低楼层(共11层) 2013年建板楼,197,22079,2020.03.08,pudong,l3
28678,惠康苑 3室1厅 79平米,高楼层(共18层) 2014年建板楼,180,22785,2020.03.02,pudong,l3
28918,惠康苑 3室1厅 78.53平米,高楼层(共18层) 2014年建板楼,192,24386,2019.11.11,pudong,l3
29159,欣欣苑小区 3室1厅 82.96平米,高楼层(共6层) 1994年建板楼,175,21095,2019.11.09,pudong,l3
29401,公益路东苑 3室1厅 83平米,中楼层(共5层) 1995年建板楼,175,21037,2019.10.12,pudong,l3
29644,听潮二村 3室1厅 81.24平米,中楼层(共5层) 1993年建板楼,177,21788,2019.09.15,pudong,l3
29888,南粮新村 3室1厅 74平米,高楼层(共6层) 1994年建板楼,170,22906,2019.07.20,pudong,l3
30133,乾耀东港 3室2厅 89.99平米,低楼层(共11层) 2013年建板楼,164,18225,2019.07.11,pudong,l3
30379,乾耀东港 3室2厅 88.42平米,中楼层(共13层) 2013年建板楼,178,20075,2019.06.29,pudong,l3
30626,丽泽梅傲苑 4室2厅 81平米,高楼层(共6层) 2011年建板楼,188,23210,2017.03.04,pudong,l4
30874,宁怡苑 4室2厅 74.04平米,高楼层(共6层) 2006年建板楼,192,25932,2016.02.01,pudong,l4
31123,龙源星城 1室1厅 108.51平米,低楼层(共5层) 2001年建板楼,100,9216,2016.08.28,pudong,l1
31373,云锦名苑 1室0厅 104.05平米,高楼层(共6层) 2006年建板楼,120,11514,2016.07.19,pudong,l1
31624,丽泽兰馨苑 1室0厅 101.67平米,低楼层(共6层) 2008年建板楼,93,9079,2016.05.28,pudong,l1
31876,万达广场(周浦) 2房间1卫 107平米,中楼层(共29层) 2009年建塔楼,190,17758,2016.01.06,pudong,l1
32129,三墩花苑 2室2厅 99.18平米,中楼层(共5层) 2000年建板楼,156,15729,2021.10.25,pudong,l2
32383,泥城苑 2室2厅 95.26平米,低楼层(共12层) 2013年建板楼,185,19400,2021.10.18,pudong,l2
32638,泥城苑 2室2厅 91.47平米,低楼层(共6层) 2011年建板楼,190,20772,2021.09.20,pudong,l2
32894,泥城苑 2室1厅 91.56平米,高楼层(共6层) 2011年建板楼,192,20916,2021.06.16,pudong,l2
33151,禹洲商业广场 3房间1卫 91平米,高楼层(共17层) 2015年建塔楼,153,16814,2021.05.29,pudong,l2
33409,泥城苑 2室2厅 95.03平米,低楼层(共11层) 2011年建板楼,171,17921,2021.03.27,pudong,l2
33668,泥城苑 2室2厅 91.47平米,低楼层(共6层) 2011年建板楼,175,19132,2021.03.18,pudong,l2
33928,泥城苑 2室1厅 92.21平米,低楼层(共12层) 2013年建板楼,175,18979,2021.03.13,pudong,l2
34189,泥城苑 2室2厅 91.56平米,高楼层(共6层) 2011年建板楼,180,19660,2021.03.07,pudong,l2
34451,德盈佳园 2室2厅 91.07平米,中楼层(共11层) 2008年建板楼,196,21500,2021.03.03,pudong,l2
34714,丽泽菊清苑 2室2厅 90平米,低楼层(共12层) 2010年建板楼,163,18112,2021.02.21,pudong,l2
34978,泥城苑 2室2厅 94.65平米,高楼层(共11层) 2013年建板楼,188,19863,2021.02.19,pudong,l2
35243,欣松苑 2室2厅 93.97平米,低楼层(共6层) 2007年建板楼,182,19368,2021.02.19,pudong,l2
35509,欣梅苑 2室2厅 92.52平米,中楼层(共5层) 2007年建板楼,188,20299,2021.02.18,pudong,l2
35776,泥城苑 2室1厅 90.41平米,高楼层(共6层) 2011年建板楼,177,19534,2021.02.06,pudong,l2
36044,泥城苑 2室2厅 95.03平米,低楼层(共11层) 2011年建板楼,174,18311,2021.02.02,pudong,l2
36313,海燕大厦 2室2厅 96.95平米,中楼层(共7层) 1997年建平房,182,18773,2021.01.31,pudong,l2
36583,永达城市公寓 2室2厅 95.71平米,中楼层(共11层) 2008年建板楼,100,10449,2021.01.26,pudong,l2
36854,丽泽荷亭苑 2室2厅 104.75平米,高楼层(共6层) 2009年建板楼,183,17471,2021.01.24,pudong,l2
37126,泥城苑 2室2厅 94.65平米,中楼层(共11层) 2013年建板楼,182,19229,2021.01.20,pudong,l2
37399,泥城苑 2室1厅 91.56平米,高楼层(共6层) 2011年建板楼,171,18622,2021.01.16,pudong,l2
37673,德盈佳园 2室1厅 92.06平米,中楼层(共11层) 2008年建板楼,187,20313,2021.01.10,pudong,l2
37948,泥城苑 2室2厅 95.03平米,中楼层(共11层) 2011年建板楼,173,18205,2021.01.10,pudong,l2
38224,欣兰苑 2室2厅 94平米,高楼层(共6层) 2007年建板楼,197,20958,2020.12.27,pudong,l2
38501,泥城苑 2室2厅 91.56平米,高楼层(共6层) 2011年建板楼,190,20697,2020.12.26,pudong,l2
38779,德盈佳园 2室2厅 91.07平米,中楼层(共11层) 2008年建板楼,198,21742,2020.12.14,pudong,l2
39058,丽泽荷亭苑 2室2厅 104.75平米,高楼层(共6层) 2009年建板楼,188,17948,2020.12.10,pudong,l2
39338,欣松苑 2室2厅 94.16平米,中楼层(共6层) 2007年建板楼,191,20285,2020.12.07,pudong,l2
39619,云松华庭 2室2厅 103.49平米,低楼层(共11层) 2008年建板楼,167,16137,2020.12.02,pudong,l2
39901,书院一号公寓 2室1厅 93.72平米,中楼层(共11层) 2009年建板楼,182,19345,2020.11.28,pudong,l2
40184,海芦镜湖苑 3室2厅 103.12平米,中楼层(共11层) 2008年建板楼,195,18911,2021.10.24,pudong,l3
40468,云树仁居 3室2厅 101.49平米,低楼层(共6层) 2008年建板楼,193,19017,2021.10.14,pudong,l3
40753,新舒苑 3室2厅 104.6平米,中楼层(共4层) 2007年建板楼,199,18978,2021.09.22,pudong,l3
41039,新舒苑 3室2厅 103.57平米,高楼层(共6层) 2006年建板楼,186,17959,2021.04.24,pudong,l3
41326,新舒苑 3室2厅 103.56平米,高楼层(共6层) 2007年建板楼,195,18830,2021.04.09,pudong,l3
41614,丽泽菊清苑 3室2厅 101平米,低楼层(共13层) 2010年建板楼,187,18496,2021.02.18,pudong,l3
41903,云松翠庭 3室1厅 101.79平米,低楼层(共4层) 2008年建板楼,187,18332,2021.01.18,pudong,l3
42193,丽泽兰馨苑 3室2厅 102.45平米,中楼层(共6层) 2008年建板楼,181,17648,2021.01.11,pudong,l3
42484,新舒苑 3室2厅 103.26平米,中楼层(共5层) 2007年建板楼,193,18691,2021.01.02,pudong,l3
42776,云树仁居 3室2厅 101.49平米,低楼层(共6层) 2008年建板楼,180,17736,2020.12.27,pudong,l3
43069,丽泽荷亭苑 3室2厅 102.7平米,高楼层(共6层) 2009年建板楼,177,17235,2020.12.04,pudong,l3
43363,云锦雅苑 3室2厅 104.22平米,高楼层(共6层) 2006年建板楼,176,16888,2020.12.04,pudong,l3
43658,丽泽荷亭苑 3室2厅 102.96平米,中楼层(共5层) 2009年建板楼,172,16706,2020.11.22,pudong,l3
43954,云锦名苑 3室2厅 104.4平米,中楼层(共6层) 2006年建板楼,199,19062,2020.10.20,pudong,l3
44251,新舒苑 3室2厅 103.57平米,低楼层(共6层) 2006年建板楼,180,17380,2020.10.19,pudong,l3
44549,丽泽荷亭苑 3室2厅 102.7平米,高楼层(共6层) 2009年建板楼,179,17430,2020.10.17,pudong,l3
44848,丽泽梅傲苑 3室2厅 101平米,低楼层(共12层) 2011年建板楼,181,17921,2020.10.14,pudong,l3
45148,新舒苑 3室2厅 103.56平米,中楼层(共6层) 2007年建板楼,185,17865,2020.10.03,pudong,l3
45449,丽泽菊清苑 3室2厅 100.43平米,低楼层(共12层) 2010年建板楼,175,17426,2020.10.03,pudong,l3
45751,新舒苑 3室2厅 103.35平米,高楼层(共6层) 2006年建板楼,171,16546,2020.09.12,pudong,l3
46054,丽泽荷亭苑 3室1厅 103.19平米,中楼层(共5层) 2009年建板楼,175,16960,2020.09.12,pudong,l3
46358,丽泽兰馨苑 3室2厅 102.7平米,中楼层(共5层) 2008年建板楼,172,16748,2020.09.03,pudong,l3
46663,丽泽菊清苑 3室2厅 100.5平米,高楼层(共12层) 2010年建板楼,186,18498,2020.08.16,pudong,l3
46969,云锦名苑 3室2厅 105.13平米,中楼层(共6层) 2006年建板楼,195,18549,2020.08.14,pudong,l3
47276,丽泽菊清苑 3室2厅 100.43平米,高楼层(共12层) 2010年建板楼,194,19317,2020.08.02,pudong,l3
47584,清风雅苑 3室2厅 100.9平米,高楼层(共6层) 2009年建板楼,182,18038,2020.07.27,pudong,l3
47893,丽泽兰馨苑 3室2厅 101.86平米,中楼层(共6层) 2008年建板楼,172,16886,2020.07.27,pudong,l3
48203,同润金色橘苑 3室2厅 92平米,低楼层(共8层) 板楼,186,20218,2020.06.08,pudong,l3
48514,丽泽兰馨苑 3室2厅 102.28平米,低楼层(共6层) 2008年建板楼,190,18499,2020.06.05,pudong,l3
48826,新舒苑 3室2厅 103平米,低楼层(共6层) 2007年建板楼,178,17282,2020.06.02,pudong,l3
49139,新川路742弄 4室1厅 100平米,低楼层(共5层) 1994年建板楼,185,18500,2015.12.26,pudong,l4
49453,东方城市花园(二期) 2室2厅 114.6平米,高楼层(共30层) 2005年建板楼,20,1746,2016.09.23,pudong,l2
49768,泥城路12弄 2室2厅 118.39平米,高楼层(共6层) 2007年建板楼,160,13515,2016.09.13,pudong,l2
50084,泥城路12弄 2室2厅 118.39平米,中楼层(共6层) 2007年建板楼,125,10517,2016.08.27,pudong,l2
50401,丹桂佳苑 2室2厅 111.29平米,高楼层(共6层) 2008年建板楼,191,17145,2016.07.20,pudong,l2
50719,艺泰安邦 2室2厅 110.36平米,中楼层(共11层) 2008年建板楼,190,17217,2016.02.29,pudong,l2
51038,泥城路12弄 2室2厅 117.61平米,高楼层(共5层) 2005年建板楼,95,8078,2015.12.20,pudong,l2
51358,东方听潮豪园 2室2厅 117.74平米,低楼层(共13层) 2008年建板楼,185,15713,2015.12.17,pudong,l2
51679,新育公寓 2室2厅 111平米,高楼层(共6层) 1998年建板楼,195,17523,2015.10.07,pudong,l2
52001,爱家亚洲花园 2室2厅 114.63平米,高楼层(共22层) 2004年建板楼,165,14395,2014.12.11,pudong,l2
52324,上海绿城 2室2厅 126.98平米,中楼层(共12层) 2004年建板楼,90,7088,2014.05.28,pudong,l2
52648,云锦雅苑 3室2厅 112.11平米,高楼层(共6层) 2006年建板楼,194,17305,2021.04.11,pudong,l3
52973,云锦名苑 3室2厅 112.11平米,高楼层(共6层) 2006年建板楼,188,16770,2021.04.04,pudong,l3
53299,万祥馨苑 3室2厅 120.58平米,高楼层(共6层) 2006年建板楼,195,16172,2021.03.27,pudong,l3
53626,新舒苑 3室2厅 124.13平米,高楼层(共6层) 2006年建板楼,200,16040,2021.03.14,pudong,l3
53954,新舒苑 3室2厅 121.86平米,低楼层(共6层) 2007年建板楼,195,16002,2020.12.09,pudong,l3
54283,新舒苑 3室2厅 123.49平米,高楼层(共5层) 2006年建板楼,199,16115,2020.12.06,pudong,l3
54613,祥安竹苑 3室2厅 118.94平米,低楼层(共6层) 2008年建板楼,180,15134,2020.11.09,pudong,l3
54944,德盈佳园 3室1厅 111.98平米,低楼层(共6层) 2008年建板楼,199,17772,2020.09.25,pudong,l3
55276,丽泽梅傲苑 3室2厅 129.24平米,低楼层(共6层) 2011年建板楼,198,15321,2020.07.26,pudong,l3
55609,云帆名苑 3室2厅 119.78平米,高楼层(共6层) 2007年建板楼,186,15529,2020.07.19,pudong,l3
55943,新舒苑 3室2厅 121.67平米,中楼层(共6层) 2007年建板楼,193,15863,2020.07.05,pudong,l3
56278,新舒苑 3室2厅 124.57平米,中楼层(共4层) 2007年建板楼,197,15815,2020.06.22,pudong,l3
56614,万祥馨苑 3室2厅 120.58平米,高楼层(共6层) 2006年建板楼,188,15534,2020.05.05,pudong,l3
56951,祥安菊苑 3室2厅 126.58平米,低楼层(共11层) 2008年建板楼,192,15169,2020.04.27,pudong,l3
57289,德盈佳园 3室2厅 116.17平米,低楼层(共11层) 2008年建板楼,190,16356,2020.04.15,pudong,l3
57628,祥安菊苑 3室2厅 120.24平米,高楼层(共6层) 2008年建板楼,170,14139,2020.03.27,pudong,l3
57968,丽泽荷亭苑 3室2厅 122.94平米,高楼层(共5层) 2009年建板楼,199,16187,2020.02.29,pudong,l3
58309,万祥馨苑 3室2厅 120.58平米,高楼层(共6层) 2006年建板楼,180,14928,2020.02.23,pudong,l3
58651,云帆佳苑 3室2厅 119.78平米,高楼层(共6层) 2007年建板楼,192,16030,2020.01.19,pudong,l3
58994,云锦新苑 3室2厅 110.76平米,高楼层(共6层) 2006年建板楼,185,16703,2019.08.26,pudong,l3
59338,汇民锦苑 3室2厅 112.26平米,高楼层(共16层) 2016年建板楼,170,15144,2019.08.16,pudong,l3
59683,新舒苑 3室2厅 125平米,中楼层(共5层) 2007年建板楼,187,14960,2019.08.14,pudong,l3
60029,新舒苑 3室2厅 121.67平米,中楼层(共6层) 2007年建板楼,177,14548,2019.08.10,pudong,l3
60376,祥安梅苑 3室2厅 116.99平米,高楼层(共4层) 2008年建板楼,191,16327,2019.05.27,pudong,l3
60724,新舒苑 3室2厅 121.88平米,中楼层(共5层) 2006年建板楼,189,15508,2019.03.03,pudong,l3
61073,新舒苑 3室2厅 124平米,低楼层(共6层) 2007年建板楼,184,14799,2019.01.28,pudong,l3
61423,云锦名苑 3室2厅 129.84平米,高楼层(共6层) 2006年建板楼,156,11992,2019.01.27,pudong,l3
61774,云锦名苑 3室2厅 129.84平米,高楼层(共6层) 2006年建板楼,154,11861,2019.01.20,pudong,l3
62126,云锦名苑 3室2厅 114.64平米,中楼层(共4层) 2006年建板楼,165,14393,2019.01.20,pudong,l3
62479,丽泽梅傲苑 3室2厅 115平米,高楼层(共6层) 2011年建板楼,160,13914,2018.12.13,pudong,l3
62833,丽泽梅傲苑 4室2厅 115.39平米,低楼层(共12层) 2011年建板楼,185,16033,2017.01.11,pudong,l4
63188,丽泽荷亭苑 4室2厅 124.25平米,中楼层(共6层) 2009年建板楼,115,9256,2016.07.23,pudong,l4
63544,蓝色城邦(公寓) 2室2厅 140平米,低楼层(共12层) 2010年建板楼,162,11572,2018.12.25,pudong,l2
63901,蓝色城邦(公寓) 2室2厅 136.47平米,高楼层(共12层) 2010年建板楼,179,13117,2016.05.06,pudong,l2
64259,世茂滨江花园 2室2厅 131.9平米,低楼层(共49层) 板楼,100,7582,2014.07.29,pudong,l2
64618,城中花园 3室2厅 142.84平米,低楼层(共16层) 2006年建板楼,40,2801,2021.09.22,pudong,l3
64978,德盈佳园 3室2厅 140.88平米,低楼层(共11层) 2008年建板楼,196,13913,2020.06.06,pudong,l3
65339,云锦雅苑 3室2厅 131.25平米,高楼层(共6层) 2006年建板楼,150,11429,2019.04.21,pudong,l3
65701,泥城苑 3室1厅 131.63平米,低楼层(共12层) 2013年建板楼,171,12991,2019.03.06,pudong,l3
66064,新芦苑 3室2厅 134.35平米,高楼层(共6层) 2006年建板楼,180,13398,2016.09.02,pudong,l3
66428,环球翡翠湾花园(公寓) 3室2厅 135.71平米,高楼层(共18层) 2006年建板楼,30,2211,2016.08.27,pudong,l3
66793,美芦苑 3室2厅 142.8平米,低楼层(共1层) 2001年建板楼,165,11555,2016.08.27,pudong,l3
67159,云锦雅苑 3室2厅 131.25平米,高楼层(共6层) 2006年建板楼,110,8381,2016.08.16,pudong,l3
67526,德盈佳园 3室2厅 130.49平米,高楼层(共11层) 2008年建板楼,182,13948,2016.06.08,pudong,l3
67894,德盈佳园 3室2厅 130平米,低楼层(共14层) 2008年建板楼,173,13308,2016.04.29,pudong,l3
68263,泥城苑 3室2厅 130.76平米,高楼层(共11层) 2013年建板楼,177,13537,2016.04.09,pudong,l3
68633,桃李园小区 3室2厅 130.93平米,低楼层(共6层) 2003年建板楼,180,13748,2016.03.27,pudong,l3
69004,泥城苑 3室2厅 131.34平米,中楼层(共12层) 2013年建板楼,131,9975,2016.01.17,pudong,l3
69376,东港花苑三村 3室2厅 140.17平米,低楼层(共6层) 2007年建板楼,169,12057,2016.01.03,pudong,l3
69749,东港花苑三村 3室2厅 141.58平米,中楼层(共6层) 2007年建板楼,195,13774,2016.01.03,pudong,l3
70123,艺泰安邦 3室2厅 131.71平米,低楼层(共17层) 2007年建板楼,174,13211,2015.12.07,pudong,l3
70498,保康大厦 3室2厅 136.55平米,中楼层(共12层) 1996年建塔楼,198,14501,2015.11.30,pudong,l3
70874,锦绣华庭 3室2厅 142.95平米,中楼层(共16层) 2004年建板楼,150,10494,2014.01.10,pudong,l3
71251,汇丽苑 3室2厅 132.65平米,高楼层(共12层) 2005年建板楼,197,14814,2013.01.16,pudong,l3
71629,蓝色城邦(公寓) 2室1厅 173.06平米,低楼层(共12层) 2010年建板楼,183,10575,2019.01.31,pudong,l2
72008,当代清水园 3室2厅 150.9平米,低楼层(共30层) 2005年建板楼,12,796,2019.12.15,pudong,l3
72388,仁恒河滨城(三期) 3室2厅 150.83平米,中楼层(共30层) 2008年建板楼,50,3315,2013.12.27,pudong,l3
72769,山水国际 3室2厅 151.38平米,低楼层(共28层) 2006年建板楼,6,397,2012.11.28,pudong,l3
73151,陆家嘴国际华城 3室2厅 206.08平米,低楼层(共36层) 2005年建板楼,36,1747,2012.02.23,pudong,l3
73534,南湾新村 4室2厅 156平米,高楼层(共6层) 1998年建板楼,155,9936,2019.05.07,pudong,l4
73918,阳光国际公寓 4室1厅 181.57平米,中楼层(共9层) 2005年建板楼,20,1102,2018.08.04,pudong,l4
74303,云帆花苑 4室2厅 161.59平米,低楼层(共4层) 2008年建板楼,175,10830,2016.08.24,pudong,l4
74689,丽泽兰馨苑 4室2厅 162.14平米,高楼层(共6层) 2008年建板楼,130,8018,2016.07.31,pudong,l4
75076,万科金色里程(别墅) 4室2厅 355平米,低楼层(共4层) 2009年建板楼,28,789,2016.03.21,pudong,l4
75464,新舒苑 4室2厅 164.97平米,中楼层(共6层) 2006年建板楼,115,6941,2015.09.20,pudong,l4
75853,东郊华庭 5室2厅 373平米,低楼层(共3层) 2006年建板楼,18,483,2013.07.07,pudong,l5
76243,九间堂 7室4厅 732平米,低楼层(共2层) 2006年建板楼,50,684,2015.09.17,pudong,l6
76634,凌四小区 1室0厅 32.26平米,高楼层(共6层) 1987年建板楼,243,75171,2021.12.30,pudong,l1
77026,齐二小区 1室1厅 42.91平米,中楼层(共6层) 1995年建板楼,279,65020,2021.11.25,pudong,l1
77419,航运小区 1室1厅 38.06平米,低楼层(共6层) 1992年建板楼,268,70416,2021.11.25,pudong,l1
77813,临河小区 1室1厅 45.51平米,中楼层(共6层) 1993年建板楼,220,48232,2021.11.23,pudong,l1
78208,罗山三村 1室1厅 45.99平米,高楼层(共6层) 1996年建板楼,280,60883,2021.11.22,pudong,l1
78604,上钢三村 1室1厅 45.96平米,低楼层(共3层) 1989年建板楼,278,60379,2021.11.17,pudong,l1
79001,上南六村 1室1厅 35.45平米,高楼层(共6层) 1986年建板楼,248,69958,2021.11.14,pudong,l1
79399,宁阳小区 1室1厅 38.18平米,高楼层(共6层) 1988年建板楼,257,67313,2021.11.14,pudong,l1
79798,宁阳小区 1室1厅 35.34平米,低楼层(共7层) 1993年建板楼,212,59989,2021.11.14,pudong,l1
80198,德州四村 1室1厅 37平米,低楼层(共6层) 1987年建板楼,233,62973,2021.11.12,pudong,l1
80599,胶南小区 1室1厅 33.95平米,低楼层(共6层) 1985年建板楼,228,67158,2021.11.08,pudong,l1
81001,阳光苑民同路10弄40弄 1室1厅 47.28平米,高楼层(共6层) 1994年建板楼,216,45580,2021.11.07,pudong,l1
81404,港机新村 1室1厅 36.23平米,高楼层(共6层) 1983年建板楼,215,59344,2021.11.01,pudong,l1
81808,上南六村 1室1厅 41.5平米,高楼层(共6层) 1985年建板楼,284,68434,2021.10.31,pudong,l1
82213,上钢七村 1室1厅 36.21平米,高楼层(共6层) 1983年建板楼,233,64209,2021.10.31,pudong,l1
82619,西三里桥路9弄 1室1厅 37.85平米,中楼层(共6层) 1988年建板楼,231,61031,2021.10.30,pudong,l1
83026,德州七村 1室1厅 42.37平米,高楼层(共6层) 1992年建板楼,261,61483,2021.10.30,pudong,l1
83434,昌四小区 1室1厅 46.87平米,中楼层(共6层) 1996年建板楼,299,63794,2021.10.29,pudong,l1
83843,罗山三村 1室1厅 48.59平米,中楼层(共6层) 1994年建板楼,296,60918,2021.10.27,pudong,l1
84253,德州二村 1室0厅 33.34平米,高楼层(共4层) 1984年建板楼,212,63588,2021.10.25,pudong,l1
84664,上南十村 1室1厅 45平米,高楼层(共5层) 1989年建板楼,275,61112,2021.10.25,pudong,l1
85076,济阳三村 1室1厅 45.59平米,中楼层(共6层) 1993年建板楼,268,58785,2021.10.24,pudong,l1
85489,宁阳小区 1室0厅 30.79平米,高楼层(共6层) 1993年建板楼,214,69341,2021.10.24,pudong,l1
85903,昌七小区 1室1厅 43.55平米,低楼层(共6层) 1996年建板楼,277,63606,2021.10.23,pudong,l1
86318,绿川新苑 1室1厅 49.76平米,低楼层(共6层) 1996年建板楼,285,57175,2021.10.18,pudong,l1
86734,临沂八村 1室1厅 39.39平米,高楼层(共6层) 1989年建板楼,225,57122,2021.10.18,pudong,l1
87151,上钢六村 1室1厅 35.67平米,高楼层(共6层) 1984年建板楼,239,66891,2021.10.17,pudong,l1
